2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Label,MP,ORB,PF,PTS,Pick,Player,SOS,STL,School,TOV,TRB,Weight,Year
2.7,0.457,5.8,2.4,0.371,6.5,5.7,0,0,5.1,0.412,12.4,2.8,0.705,3.9,125,91,153,Non-NBA,33.6,0,1.9,15.3,47,Tyson Wheeler,5.73,1.6,Rhode Island,3.4,2.8,165,1998
1.8,0.517,3.4,0.5,0.362,1.4,0.8,1,0,2.3,0.473,4.8,1.5,0.69,2.2,120,60,183.3,Non-NBA,21.2,0,2,6.5,48,Ryan Stack,7.63,0.5,South Carolina,1.7,4.2,215,1998
3.2,0.486,6.6,2.3,0.366,6.2,1.9,0.2,0,5.5,0.428,12.8,3.3,0.797,4.2,115,58,189,Role,27.1,0,1.9,16.6,49,Cory Carr,4.02,0.7,Texas Tech,2.1,3.6,210,1998
6.7,0.54,12.4,0,0,0,1.8,1.7,0,6.7,0.54,12.4,5.3,0.689,7.7,21,0,213,Non-NBA,34.8,0,3.8,18.7,50,Andrew Betts,-2.72,0.6,Long Beach State,3.1,10.1,0,1998
3,0.536,5.7,0.9,0.356,2.6,2.8,0.4,3,4,0.48,8.2,2.5,0.708,3.6,108,106,207,Non-NBA,27.2,1.3,2.2,11.3,51,Corey Brewer,6.65,1.6,Florida,2.3,4.3,185,1998
3.9,0.546,7.2,1.8,0.377,4.7,2,0.5,0,5.7,0.48,11.8,2.4,0.774,3.1,122,46,192,Non-NBA,31.2,0,2,15.5,52,Derrick Dial,2.5,1,Eastern Michigan,1.4,5.7,184,1998
5.2,0.54,9.5,0.4,0.276,1.5,2.1,0.3,0,5.6,0.504,11,2.8,0.665,4.3,122,122,192,Role,32.4,0,2.6,14.4,53,Greg Buckner,9.46,1.5,Clemson,1.5,4.9,210,1998
4.8,0.533,9.1,0.2,0.162,1.2,1,0.3,0,5,0.491,10.3,3.7,0.636,5.8,32,0,204,Role,28.3,0,2.6,13.9,54,Tremaine Fowlkes,0,1.6,Fresno State,1.6,11.2,220,1998
3.2,0.59,5.4,0.2,0.375,0.4,1,1,0,3.3,0.575,5.8,2.4,0.685,3.4,120,83,201,Role,24,0,2.1,9.1,55,Ryan Bowen,7.1,1.7,Iowa,1.4,6.7,215,1998
4.7,0.551,8.6,0,0,0,2.5,0.4,0,4.7,0.55,8.6,3.9,0.727,5.4,59,58,204,Non-NBA,30.3,0,3.3,13.4,57,Torraye Braggs,5.02,1.4,Xavier,3.1,7.8,245,1998
3.7,0.629,5.9,0,0,0,0.6,1.1,0,3.7,0.627,6,3.2,0.648,4.9,126,66,207,Non-NBA,23.5,0,3.1,10.6,58,Maceo Baston,9.41,0.7,Michigan,2.2,6.6,215,1998
5.9,0.612,9.7,0,0,0,0.9,1.9,0,5.9,0.612,9.7,4.4,0.672,6.5,60,55,204,Star,27.3,0,2.5,16.2,1,Elton Brand,9.72,1.4,Duke,1.7,8.9,275,1999
4.7,0.58,8.1,1.3,0.388,3.4,4.5,0.2,0,6,0.523,11.5,3.6,0.79,4.6,34,33,189,Star,30.7,0,2.8,17,2,Steve Francis,9.04,2.8,Maryland,3,4.5,195,1999
3.9,0.583,6.6,1,0.328,3.1,5.1,0.4,0,4.9,0.503,9.7,2.9,0.631,4.5,59,57,189,Star,31,0,3.5,13.6,3,Baron Davis,9.93,2.5,UCLA,3.2,3.8,209,1999
5.3,0.53,10,1,0.33,3.1,3.8,1.5,0,6.3,0.482,13.2,3.9,0.687,5.7,32,32,183,Star,34.9,0,2.9,17.6,4,Lamar Odom,5.62,0.8,Rhode Island,3.4,9.4,220,1999
4.4,0.558,8,1.9,0.431,4.5,2.2,0.8,0,6.4,0.512,12.5,2.9,0.809,3.5,105,27,201,Star,30.4,0,2.7,17.6,6,Wally Szczerbiak,1.95,0.8,Miami (OH),2.4,6.3,244,1999
4.4,0.456,9.7,2.3,0.378,6.1,2.6,0.3,0,6.7,0.426,15.7,4,0.826,4.9,103,103,198,Starter,31.8,0,2,19.8,7,Richard Hamilton,8.25,1.3,UConn,2.5,4.5,185,1999
4,0.558,7.1,0.4,0.294,1.5,5.4,0.5,0,4.4,0.513,8.6,2.9,0.676,4.2,134,99,192,Starter,30,0,1.9,12.1,8,Andre Miller,4.99,1.9,Utah,2.7,4.8,0,1999
6.9,0.573,12.1,0.7,0.299,2.3,1.2,1.9,0,7.6,0.529,14.4,2.8,0.73,3.8,29,28,201,Star,32.9,0,2.1,18.7,9,Shawn Marion,4.53,2.5,UNLV,1.4,9.3,220,1999
2.3,0.503,4.6,1.5,0.374,4,3.8,0.1,0,3.8,0.443,8.6,2.3,0.784,2.9,129,47,186,Starter,25.1,0,1.4,11.3,10,Jason Terry,9.04,1.9,Arizona,2.4,2.3,176,1999
2.1,0.486,4.3,2.5,0.426,5.9,1.9,0.2,0,4.6,0.451,10.1,2.8,0.862,3.3,136,129,189,Role,28.8,0,2.1,14.5,11,Trajan Langdon,10.08,0.9,Duke,1.5,2.9,197,1999
2.8,0.61,4.5,0.7,0.345,2.2,1.5,0.4,0,3.5,0.525,6.7,2.8,0.716,4,39,3,198,Starter,17.7,0,2.5,10.6,13,Corey Maggette,10.12,0.7,Duke,2.1,3.9,218,1999
2.6,0.554,4.8,1.5,0.369,4,3.8,0,0,4.1,0.47,8.7,2.2,0.784,2.8,74,39,186,Non-NBA,25.5,0,1.9,11.9,14,William Avery,9.72,1.2,Duke,2.2,2.8,197,1999
2.7,0.492,5.6,0.3,0.264,1.2,0.7,1.9,0,3.1,0.451,6.8,2.2,0.625,3.5,118,45,183,Non-NBA,22.7,0,1.7,8.6,17,Cal Bowdler,-0.75,0.4,Old Dominion,1.6,6.6,245,1999
4.1,0.594,7,0.8,0.329,2.3,1.7,0.7,0,4.9,0.527,9.3,4.7,0.808,5.9,95,41,204,Starter,30.7,0,3,15.3,18,James Posey,4.64,2.3,Xavier,2.6,8.4,215,1999
3.8,0.505,7.5,1,0.344,2.9,1.5,0.7,0,4.8,0.46,10.4,2.1,0.723,2.9,127,61,201,Role,23.4,0,2.7,12.7,19,Quincy Lewis,8.59,1.4,Minnesota,1.5,4,215,1999
5.4,0.525,10.2,1.4,0.271,5,2.6,0.2,0,6.7,0.441,15.2,3.6,0.64,5.6,33,33,195,Role,35.2,0,2,18.4,20,Dion Glover,8.7,2.1,Georgia Tech,3.6,5,228,1999
3.6,0.505,7.1,0,1,0,1.2,1,0,3.6,0.508,7.1,2.5,0.639,3.9,111,0,183.3,Role,23.2,0,0,9.8,21,Jeff Foster,-7.53,0.9,Texas State,1.8,8.4,236,1999
4.9,0.569,8.6,0.5,0.353,1.5,2.1,1.9,0,5.4,0.537,10.1,4.3,0.74,5.9,123,90,201,Starter,32,0,3.1,15.7,22,Kenny Thomas,3.23,0.9,New Mexico,2.9,8.4,261,1999
5.7,0.486,11.8,0.2,0.278,0.6,0.7,1.9,0,5.9,0.476,12.4,2.9,0.644,4.5,115,85,201,Non-NBA,29.3,0,1.9,14.9,25,Tim James,7.22,1.1,Miami (FL),2.7,7.4,212,1999
4.1,0.463,8.8,1.3,0.334,3.9,4.4,0.3,0,5.4,0.423,12.7,3.3,0.699,4.7,103,97,189,Role,34.3,0,2.8,15.3,26,Vonteego Cummings,7.88,2.3,Pitt,3.5,4,185,1999
4.5,0.492,9.2,1.4,0.351,4,1,0.6,0,5.9,0.449,13.2,3.3,0.751,4.4,65,63,204,Role,31.8,0,2.3,16.6,27,Jumaine Jones,8.15,1,Georgia,2.2,9,218,1999
2.2,0.517,4.3,1.2,0.364,3.4,2,0.6,0,3.5,0.449,7.7,2.1,0.759,2.7,122,99,207,Role,24.4,0,2.3,10.3,28,Scott Padgett,9.71,1.2,Kentucky,1.7,5.3,240,1999
2.2,0.469,4.7,1.2,0.33,3.5,3.6,0.2,0,3.4,0.41,8.3,2,0.731,2.7,124,45,192,Role,26.7,0,2,9.9,30,John Celestand,9.46,1.3,Villanova,2.7,2.8,178,1999
5.4,0.526,10.3,0.6,0.437,1.3,1.3,0.3,0,6,0.516,11.6,2.4,0.743,3.2,94,76,198,Non-NBA,26.7,0,2.5,15,31,Rico Hill,2.86,0.9,Illinois State,2.4,6.9,0,1999
3.1,0.535,5.9,0,0,0.1,1.2,2.1,0,3.1,0.53,5.9,3.2,0.57,5.6,128,115,207,Role,29.3,0,2.8,9.4,32,Michael Ruffin,3.67,1.2,Tulsa,2.5,9.5,246,1999
3.3,0.534,6.1,1.9,0.367,5.3,5.4,0.1,0,5.2,0.457,11.4,2.8,0.629,4.4,86,21,186,Role,30.3,0,2.4,15.1,33,Chris Herren,0,1.6,Fresno State,2.7,2.1,197,1999
5.5,0.595,9.3,0,0,0,1.8,1.2,0,5.5,0.595,9.3,5,0.655,7.7,112,97,183.3,Role,30.8,0,3.3,16.1,34,Evan Eschmeyer,7.16,0.8,Northwestern,2.8,8.9,255,1999
4.4,0.512,8.6,0,0.091,0.1,0.9,3.8,0,4.4,0.507,8.6,2.5,0.707,3.6,114,83,183.3,Role,29,0,2.3,11.3,35,Calvin Booth,7.62,0.6,Penn State,2,6.4,230,1999
3.4,0.49,6.9,0,0,0,0.9,1.1,0,3.4,0.488,6.9,3,0.654,4.6,118,105,207,Role,24,0,3,9.9,37,Obinna Ekezie,10.04,0.6,Maryland,2,5.7,270,1999
3.8,0.529,7.2,0.8,0.322,2.6,2.3,0.6,0,4.7,0.474,9.8,2.4,0.684,3.4,125,96,195,Role,27.1,0,2.2,12.5,38,Laron Profit,10.04,2,Maryland,2.5,4.6,204,1999
2.3,0.477,4.8,0,0,0,0.5,1.2,0,2.3,0.477,4.8,0.9,0.51,1.7,58,42,210,Role,19.1,0,2.9,5.5,41,Francisco Elson,7.89,0.8,California,1.2,5,235,1999
2.7,0.432,6.2,2.6,0.423,6.1,2.3,0.2,0,5.2,0.427,12.2,3.8,0.863,4.4,132,129,186,Non-NBA,32.9,0,2,16.8,42,Louis Bullock,10.1,1,Michigan,2,3.3,0,1999
9.4,0.536,17.5,0.1,0.294,0.3,2.2,1,0,9.4,0.532,17.7,4.9,0.728,6.7,63,62,207,Role,32.6,0,3.5,23.9,43,Lee Nailon,3.8,1.5,TCU,3.1,9.1,238,1999
3.5,0.485,7.2,0,0,0,0.7,1.6,0,3.5,0.485,7.2,2.1,0.648,3.3,123,92,183,Non-NBA,25,0,2.6,9.1,44,Tyrone Washington,6.02,0.5,Mississippi State,2,6.9,0,1999
1.3,0.481,2.7,1,0.407,2.5,3.4,0.2,0,2.3,0.445,5.2,1.8,0.802,2.2,142,82,195,Role,23.6,0,1.8,7.4,45,Ryan Robertson,7.72,1,Kansas,1.4,2.4,190,1999
6.1,0.664,9.2,0,0,0,0.4,1.2,0,6.1,0.664,9.2,2.9,0.66,4.5,115,83,210,Role,24.2,0,2.7,15.2,47,Todd MacCulloch,7.97,0.6,Washington,1,8.5,280,1999
3.4,0.422,8,0.7,0.316,2.1,2.5,0.5,0,4,0.4,10.1,3.1,0.705,4.3,64,60,201,Non-NBA,28.4,0,3.7,11.8,48,Galen Young,7.16,1.4,Charlotte,3.1,6.3,0,1999
4.9,0.5,9.9,0,0,0,0.8,2.2,0,4.9,0.499,9.9,2.3,0.603,3.9,94,88,207,Non-NBA,28.1,0,3.1,12.2,49,Lari Ketner,7.45,0.4,UMass,1.8,7,277,1999
4.1,0.528,7.8,0,0,0,1.3,1.9,0,4.1,0.527,7.8,2.8,0.61,4.6,129,88,183,Non-NBA,25.8,0,3.2,11,50,Venson Hamilton,6.33,1.4,Nebraska,2.7,8.4,0,1999
4.3,0.538,8,1.9,0.4,4.7,2,0.3,0,6.2,0.487,12.8,2.9,0.808,3.6,86,28,198,Non-NBA,30.6,0,3,17.3,52,Roberto Bergersen,0,1.6,Boise State,2.4,3.3,0,1999
4.8,0.479,10,1.8,0.38,4.7,1.8,0.5,0,6.6,0.447,14.7,2.9,0.753,3.9,118,99,195,Role,30.3,0,1.9,17.9,53,Rodney Buford,2.42,1.7,Creighton,2.2,6.1,189,1999
1.9,0.473,4.1,1.4,0.348,3.9,1,0.3,0,3.3,0.412,8,1.4,0.762,1.8,120,56,189,Non-NBA,21.1,0,1.4,9.3,54,Melvin Levett,6.51,0.6,Cincinnati,1.4,2.9,0,1999
3.5,0.51,6.9,1.1,0.305,3.5,2,0.8,0,4.6,0.441,10.4,3.1,0.655,4.7,120,87,195,Non-NBA,29.4,0,3.1,13.3,55,Kris Clack,7.05,2,Texas,2.4,6.4,0,1999
4.2,0.503,8.4,0,0,0,1.4,1.3,0,4.2,0.503,8.4,3.2,0.768,4.2,132,120,210,Non-NBA,25.9,0,2.8,11.7,56,Tim Young,8.25,0.4,Stanford,1.9,8.1,220,1999
1.9,0.461,4.2,2.2,0.412,5.3,1.1,0.1,0,4.1,0.433,9.5,1.6,0.817,2,55,38,198,Non-NBA,28.3,0,2,12.1,58,Eddie Lucas,0,0.5,Virginia Tech,1.6,3.5,0,1999
4.4,0.59,7.5,0,0.222,0.1,1.2,2.5,0,4.4,0.586,7.5,2.2,0.581,3.7,116,97,207,Star,25,0,2.9,11,1,Kenyon Martin,6.71,1.1,Cincinnati,1.6,7.5,234,2000
4.9,0.585,8.4,0.2,0.242,0.7,0.7,2.6,0,5.1,0.56,9,3.1,0.613,5.1,50,40,207,Role,26.6,0,2.6,13.4,2,Stromile Swift,5.92,1.3,LSU,2.5,7,225,2000
6.9,0.524,13.2,0.2,0.292,0.7,1,0.9,0,7.1,0.511,13.9,4.4,0.702,6.3,97,91,207,Role,31.1,0,2.6,18.9,4,Marcus Fizer,6.3,0.9,Iowa State,2.3,7.4,262,2000
3.3,0.565,5.8,1.2,0.345,3.5,2.3,0.3,0,4.5,0.483,9.2,3.1,0.718,4.4,65,56,204,Starter,26.7,0,1.9,13.3,5,Mike Miller,7.1,1.2,Florida,2.2,6,218,2000
2.8,0.575,4.8,1.6,0.371,4.4,1.4,0.9,0,4.4,0.478,9.2,2.2,0.737,3,32,32,207,Role,27.5,0,2,12.6,6,DerMarr Johnson,8.5,1,Cincinnati,1.4,3.8,201,2000
5.1,0.503,10.1,0.1,0.3,0.3,0.6,2.8,0,5.2,0.497,10.4,4.2,0.684,6.1,96,93,210,Role,29.3,0,3,14.6,7,Chris Mihm,7.76,0.4,Texas,2.3,9.8,265,2000
4.2,0.468,9.1,1.9,0.327,5.9,4.5,0.9,0,6.2,0.412,15,2.4,0.784,3,17,16,198,Starter,33.9,0,1.1,16.6,8,Jamal Crawford,9.27,1.1,Michigan,3.1,2.8,185,2000
4.1,0.591,6.9,0,0,0,1.9,3.4,0,4.1,0.591,6.9,1.7,0.521,3.3,49,45,213,Role,27.6,0,3.1,9.9,9,Joel Przybilla,9.77,0.7,Minnesota,2.9,6.9,255,2000
2.6,0.452,5.8,1.1,0.338,3.4,3.4,0.5,0,3.8,0.411,9.2,3.4,0.733,4.7,59,40,189,Role,28.1,0,1.7,12.1,10,Keyon Dooling,6.11,1.3,Missouri,2.3,2.4,196,2000
4.1,0.6,6.8,0,0,0,0.4,3.5,0,4.1,0.6,6.8,2.9,0.598,4.8,122,109,207,Role,26.8,0,2.8,11,12,Etan Thomas,7.19,0.7,Syracuse,1.7,6.9,256,2000
6.9,0.514,13.5,1.8,0.324,5.6,3,0.2,0,8.7,0.458,19.1,3.6,0.769,4.7,59,27,195,Role,33.8,0,1.6,22.9,13,Courtney Alexander,0,1.5,Fresno State,2.4,4.2,205,2000
3.2,0.454,7.1,1.2,0.313,3.7,6.6,0.1,0,4.4,0.406,10.8,2.6,0.738,3.5,123,115,186,Role,30.6,0,2.2,12.5,14,Mateen Cleaves,9.5,1.6,Michigan State,3.8,2.1,205,2000
4.9,0.488,10,1.1,0.362,3.2,1.5,1.2,0,6,0.458,13.1,3.9,0.728,5.3,55,55,210,Role,33.2,0,3,17.1,15,Jason Collier,0,0.7,Georgia Tech,3.3,8.3,260,2000
3.8,0.529,7.1,1,0.372,2.7,1.1,0.7,0,4.8,0.486,9.8,2.6,0.731,3.6,129,109,201,Starter,30,0,2.1,13.2,17,Desmond Mason,6.04,1.2,Oklahoma State,1.7,6.2,224,2000
4.5,0.5,9,1.8,0.369,5,1.6,0.3,0,6.3,0.454,14,3.4,0.728,4.7,64,62,198,Starter,34.2,0,2.3,17.9,18,Quentin Richardson,7.92,0.9,DePaul,2.2,10.2,223,2000
2.7,0.503,5.4,0,0,0,0.4,1.8,0,2.7,0.503,5.4,1.9,0.636,3,145,72,183.3,Starter,19.6,0,2.7,7.3,19,Jamaal Magloire,10.46,0.5,Kentucky,1.7,5.4,259,2000
5.4,0.491,10.9,0.5,0.322,1.7,5.5,0.3,0,5.9,0.468,12.6,4.5,0.748,6.1,119,59,153.3,Starter,34.1,0,2.3,16.9,20,Speedy Claxton,-4.44,2.4,Hofstra,3.1,4.8,166,2000
3,0.537,5.6,1.1,0.377,2.8,0.9,0.3,0,4.1,0.484,8.5,2.3,0.746,3.1,137,62,201,Starter,22.4,0,2.2,11.6,21,Morris Peterson,9.41,0.9,Michigan State,1.5,4.7,218,2000
3.9,0.509,7.6,0,0,0,1,0.8,0,3.9,0.507,7.7,2.3,0.61,3.8,37,9,204,Role,20.2,0,2.7,10.1,22,Donnell Harvey,8.51,0.7,Florida,1.6,7,220,2000
2.5,0.508,4.9,0,0,0,0.6,1.9,0,2.5,0.506,4.9,1.9,0.641,2.9,128,107,210,Role,21.8,0,3,6.8,26,Mamadou N'Diaye,6.14,0.7,Auburn,1.9,6.2,255,2000
3.2,0.444,7.2,1.6,0.328,5,4.6,0.3,0,4.9,0.396,12.3,3.2,0.727,4.4,65,64,183,Non-NBA,34.8,0,2.4,14.6,28,Erick Barkley,8.01,2.6,St. John's (NY),2.2,3.1,177,2000
4,0.589,6.7,0,0,0,0.6,0.6,0,4,0.587,6.8,3,0.596,5,108,77,207,Role,25.1,0,2.5,10.9,29,Mark Madsen,8.7,0.4,Stanford,1.3,7.9,240,2000
2.9,0.475,6,1.1,0.383,3,0.7,0.2,0,4,0.445,9,3.3,0.831,3.9,121,61,183.3,Non-NBA,24.4,0,1.5,12.4,31,Dan Langhi,7.29,0.5,Vanderbilt,1.6,4.6,220,2000
2.3,0.542,4.3,0,0,0,0.9,1.4,0,2.3,0.542,4.3,1.6,0.656,2.4,138,135,183.3,Role,22.2,0,3.2,6.3,33,Jake Voskuhl,8.09,0.6,UConn,1.6,6.4,245,2000
3.6,0.456,7.8,1.8,0.355,5.1,4.4,0.1,0,5.4,0.416,12.9,2.7,0.822,3.3,108,106,153,Role,30.1,0,2.1,15.3,34,Khalid El-Amin,8.09,1.7,UConn,2.7,3,200,2000
4.1,0.537,7.5,2.4,0.318,7.4,2.7,0.8,0,6.4,0.428,15,4.1,0.769,5.3,55,52,204,Role,35.2,0,1.5,19.3,35,Mike Smith,-5.43,1.6,Louisiana-Monroe,4.4,8.2,195,2000
4.1,0.462,9,2,0.366,5.5,3.3,0.2,0,6.2,0.425,14.5,2.2,0.798,2.7,124,114,183,Role,33.4,0,2.4,16.5,37,Eddie House,8.05,2.1,Arizona State,1.9,4,180,2000
3.1,0.464,6.7,0.7,0.326,2.2,1.6,0.4,0,3.8,0.43,8.9,2.7,0.789,3.4,129,104,195,Non-NBA,29.3,0,2.3,11.1,39,Lavor Postell,7.76,1,St. John's (NY),1.8,5.6,215,2000
3.5,0.509,6.9,0.5,0.36,1.3,2.3,0.8,0,4,0.486,8.2,2.3,0.667,3.4,136,94,198,Non-NBA,26,0,1.5,10.7,41,Chris Carrawell,9.34,0.8,Duke,1.7,4.5,210,2000
6,0.491,12.2,1.3,0.319,4.1,2.5,0.1,0,7.3,0.448,16.3,3.7,0.649,5.7,96,96,198,Star,34.6,0,1.9,19.6,43,Michael Redd,8.26,1.6,Ohio State,2.7,6.2,220,2000
2.8,0.508,5.4,1,0.365,2.7,2.1,0.3,0,3.8,0.461,8.1,3.5,0.761,4.6,132,125,204,Role,28,0,3.1,12,44,Brian Cardinal,10.03,2,Purdue,1.9,5.7,245,2000
4,0.579,7,0.4,0.298,1.4,2.1,1.1,0,4.4,0.532,8.3,3.3,0.639,5.1,61,58,183.3,Non-NBA,29.1,0,2.6,12.6,45,Jabari Smith,5.92,0.9,LSU,3,8.2,250,2000
2.8,0.426,6.6,2.2,0.322,6.9,2.2,0.1,0,5,0.373,13.5,2.2,0.613,3.6,67,63,195,Non-NBA,30.8,0,2.4,14.5,48,Mark Karcher,7.96,1.6,Temple,1.9,5.2,0,2000
2.9,0.424,6.9,1.1,0.326,3.2,5.4,0.1,0,4,0.393,10.1,2.4,0.712,3.3,132,131,189,Role,34,0,2.7,11.4,49,Jason Hart,7.19,2.5,Syracuse,3.3,3.3,185,2000
3.1,0.497,6.3,0.2,0.351,0.7,0.6,0.7,0,3.3,0.483,6.9,2.4,0.63,3.8,55,29,204,Non-NBA,22.2,0,2.2,9.3,50,Kaniel Dickens,-0.19,0.9,Idaho,2,5.7,215,2000
0.3,0.484,0.7,0.1,0.333,0.2,0.6,0,0,0.4,0.45,0.9,0.5,0.688,0.7,43,0,0,Non-NBA,4.7,0,0,1.4,52,Ernest Brown,6.05,0.2,Alabama,0.6,0.4,0,2000
4.7,0.632,7.5,0,0,0,0.7,1.7,0,4.7,0.632,7.5,2.4,0.652,3.7,115,32,210,Non-NBA,19,0,2.2,11.9,53,Dan McClintock,-2.98,0.3,Northern Arizona,1.8,4.2,270,2000
2,0.505,3.9,1.9,0.4,4.6,1.8,0.5,4.7,3.8,0.448,8.5,2.3,0.744,3.1,28,26,0,Non-NBA,27.2,0.8,2.1,11.8,54,Cory Hightower,0,1,Winthrop,2.9,5.5,0,2000
5.5,0.477,11.5,0.2,0.308,0.7,1.1,0.4,0,5.7,0.467,12.2,3.7,0.651,5.7,56,54,201,Role,28.9,0,2.6,15.3,55,Chris Porter,6.6,2.1,Auburn,2.2,8,218,2000
3,0.455,6.6,1.3,0.356,3.7,4.2,0.2,0,4.3,0.419,10.3,4.3,0.746,5.8,65,60,189,Non-NBA,27.5,0,2.8,14.3,56,Jaquay Walls,5.64,1.5,Colorado,2.9,3.2,0,2000
3,0.497,6,2.3,0.35,6.6,4.3,0.1,0,5.3,0.42,12.6,3.4,0.748,4.6,66,66,153,Non-NBA,34.8,0,2.1,16.3,57,Scoonie Penn,0,2.1,Ohio State,2.6,4.1,0,2000
4.6,0.573,8,0.4,0.355,1.2,1.8,0.4,0,5,0.545,9.2,3.8,0.711,5.4,65,64,198,Non-NBA,32.6,0,2.5,14.2,58,Pete Mickeal,8.19,1.5,Cincinnati,2.1,6.8,0,2000
2.9,0.551,5.3,0.8,0.383,2.1,1.4,0.5,0,3.7,0.503,7.4,1.4,0.649,2.1,70,35,198,Star,21.7,0,1.9,9.6,5,Jason Richardson,9.73,0.8,Michigan State,1.1,5,220,2001
2.8,0.57,4.9,1.7,0.416,4.1,1.6,1.7,0,4.5,0.5,8.9,3,0.777,3.8,146,120,204,Starter,29.7,0,2,13.6,6,Shane Battier,10.07,1.8,Duke,1.1,6.1,220,2001
5.5,0.469,11.7,1.4,0.32,4.3,1.6,4.4,7.6,6.9,0.429,16,2.7,0.734,3.6,30,30,183,Role,32.6,3.1,2.4,17.8,7,Eddie Griffin,6.03,0.9,Seton Hall,2.2,10.8,220,2001
5.5,0.533,10.4,1.2,0.347,3.4,1.5,0.7,4.7,6.7,0.487,13.8,4.1,0.713,5.7,28,26,207,Role,30.9,1.8,2.6,18.7,9,Rodney White,7.91,1.2,Charlotte,2.9,6.5,238,2001
4.5,0.485,9.3,1.2,0.406,2.9,2.4,0.5,0,5.7,0.466,12.2,2.4,0.753,3.2,53,41,204,Star,30.3,0,1.7,15,10,Joe Johnson,6.96,1.7,Arkansas,2.5,6.1,225,2001
3.3,0.528,6.2,0.7,0.368,1.9,2.8,0.8,0,4,0.49,8.1,2.5,0.718,3.5,84,77,201,Starter,26.3,0,2.6,11.2,13,Richard Jefferson,10.2,0.6,Arizona,2.7,5,222,2001
6.6,0.522,12.5,0.7,0.335,2,1.7,1.3,0,7.2,0.496,14.6,6.2,0.777,8,94,93,183.3,Starter,35.1,0,2.9,21.4,14,Troy Murphy,6.35,1.2,Notre Dame,3,9.8,245,2001
4,0.589,6.8,0,0,0,0.4,2,0,4,0.586,6.8,1.9,0.6,3.2,63,53,210,Role,24.6,0,2.2,9.9,15,Steven Hunter,7.92,0.2,DePaul,1.6,4.7,220,2001
5.4,0.48,11.2,0.3,0.366,0.7,1.2,1.1,0,5.7,0.473,12,3,0.717,4.2,96,68,207,Non-NBA,26.8,0,2.7,14.6,16,Kirk Haston,10.88,0.8,Indiana,2,7.8,242,2001
7.8,0.727,10.7,0.4,0.353,1.1,2.6,1.8,0,8.2,0.692,11.8,4,0.59,6.8,31,31,183,Role,34,0,2.9,20.8,17,Michael Bradley,0,0.9,Villanova,2.8,9.8,245,2001
3.4,0.623,5.5,0.2,0.444,0.4,0.8,1.2,0,3.6,0.612,5.9,3.4,0.716,4.8,73,45,210,Role,22,0,2.3,10.8,18,Jason Collins,8.87,0.5,Stanford,1.5,6.6,255,2001
4.2,0.59,7.1,0,0,0,1,0.7,3.6,4.2,0.587,7.1,2.4,0.635,3.8,33,8,207,Star,19.8,3.1,1.8,10.8,19,Zach Randolph,9.54,0.7,Michigan State,1.6,6.7,253,2001
3.8,0.637,6,0,0,0,0.8,2.2,0,3.8,0.637,6,2.3,0.591,4,141,100,210,Role,23.5,0,2.4,10,20,Brendan Haywood,11.05,0.3,UNC,1.6,6,268,2001
5.3,0.489,10.9,1.6,0.368,4.4,3,0.4,0,6.9,0.454,15.3,3.2,0.81,4,69,66,192,Non-NBA,33.9,0,2,18.7,21,Joseph Forte,11.79,1.8,UNC,2.4,5.8,194,2001
4.6,0.438,10.6,1.1,0.28,4.1,3.2,0.6,0,5.8,0.394,14.6,4.4,0.71,6.2,117,58,198,Role,34.6,0,1.8,17,22,Jeryl Sasser,2.17,1.7,SMU,2.8,8.3,200,2001
4.4,0.467,9.5,2.2,0.391,5.6,1.5,0.2,0,6.6,0.439,15.1,2.7,0.824,3.2,65,64,195,Non-NBA,30.4,0,2.6,18.1,23,Brandon Armstrong,2.56,1.7,Pepperdine,1.9,3.2,188,2001
3.2,0.511,6.3,0.3,0.175,1.8,1.5,1,3.7,3.5,0.438,8,2.4,0.568,4.3,36,2,201,Starter,22.9,2.3,2.4,9.8,25,Gerald Wallace,6.29,1.2,Alabama,2.4,6,215,2001
3,0.537,5.5,0,0,0,0.3,2.8,0,3,0.537,5.5,1.2,0.539,2.2,59,48,183.3,Role,21.4,0,3.2,7.1,26,Samuel Dalembert,5.57,0.4,Seton Hall,2,5.8,250,2001
3.4,0.405,8.4,0.8,0.327,2.3,6.3,0.8,0,4.2,0.388,10.8,3.4,0.685,4.9,68,68,189,Starter,32.5,0,2.9,12.5,27,Jamaal Tinsley,6.01,2.6,Iowa State,4,4.5,195,2001
5.4,0.523,10.4,1.5,0.345,4.2,4.5,0.7,0,6.9,0.471,14.6,4.1,0.779,5.3,84,57,195,Starter,36.2,0,1.5,19.4,30,Trenton Hassell,-3.83,1.1,Austin Peay,3.4,8.2,200,2001
4.1,0.523,7.9,1.5,0.361,4.2,2.2,0.2,0,5.6,0.466,12.1,3,0.738,4,70,64,189,Star,30.5,0,2.4,15.8,31,Gilbert Arenas,11.13,1.9,Arizona,2.7,3.8,191,2001
2.5,0.424,5.9,2.3,0.309,7.6,8.7,0.2,2.4,4.9,0.36,13.5,3.3,0.742,4.4,29,29,183,Non-NBA,38.2,0.6,2.8,15.3,32,Omar Cook,8.27,2.3,St. John's (NY),5.1,3,190,2001
